"URL","Uniprot ID","GeneSymbol","Name","Description","Development Level","DTOClass","PantherClass","ChemblClass","Novelty","Target Family","Function","GrantCount","R01Count","PatentCount","AntibodyCount","PubmedCount","PMIDs"
/idg/targets/O15146,O15146,MUSK,"Muscle, skeletal receptor tyrosine-protein kinase","Receptor tyrosine kinase which plays a central role in the formation and the maintenance of the neuromuscular junction (NMJ), the synapse between the motor neuron and the skeletal muscle (PubMed:25537362). Recruitment of AGRIN by LRP4 to the MUSK signaling complex induces phosphorylation and activation of MUSK, the kinase of the complex. The activation of MUSK in myotubes regulates the formation of NMJs through the regulation of different processes including the specific expression of genes in subsynaptic nuclei, the reorganization of the actin cytoskeleton and the clustering of the acetylcholine receptors (AChR) in the postsynaptic membrane. May regulate AChR phosphorylation and clustering through activation of ABL1 and Src family kinases which in turn regulate MUSK. DVL1 and PAK1 that form a ternary complex with MUSK are also important for MUSK-dependent regulation of AChR clustering. May positively regulate Rho family GTPases through FNTA. Mediates the phosphorylation of FNTA which promotes prenylation, recruitment to membranes and activation of RAC1 a regulator of the actin cytoskeleton and of gene expression. Other effectors of the MUSK signaling include DNAJA3 which functions downstream of MUSK. May also play a role within the central nervous system by mediating cholinergic responses, synaptic plasticity and memory formation (By similarity).",Tchem,"MUSK family",,,-2.6152219986283955,Kinase,,154,119,86209,351,,36.60938319521842,26778359|25893403|25612909|25537362|25354590|25029443|24530233|24416182|24297891|24244707|24183479|23993985|23720161|23553736|23467009|23386860|23382219|23352351|23326516|22939624|22424883|22210232|21993075|21969364|21386774|20974278|20603078|20596523|20371544|19949040|19745065|19327804|18567856|18567855|18384168|18378885|18165682|17661994|17344846|17192614|17012237|16857268|16794080|16487930|15691710|15496425|15489334|15164053|15159418|12885777|12477932|11754179|10878022|10477765|9136771|8653786|8274451|7546737
/idg/targets/O43781,O43781,DYRK3,"Dual specificity tyrosine-phosphorylation-regulated kinase 3","Negative regulator of EPO-dependent erythropoiesis, may place an upper limit on red cell production during stress erythropoiesis. Inhibits cell death due to cytokine withdrawal in hematopoietic progenitor cells. May act by regulating CREB/CRE signaling.",Tchem,"Dyrk2 subfamily","protein kinase",,-1.4460031982539379,Kinase,,13,5,1347,166,,35.5461681799149,23415227|21693704|20167603|18854306|18482256|17344846|16710414|16344560|15607427|15592455|15489334|12477932|12356771|10779429|9845759|9748265
/idg/targets/O15111,O15111,CHUK,"Inhibitor of nuclear factor kappa-B kinase subunit alpha","Serine kinase that plays an essential role in the NF-kappa-B signaling pathway which is activated by multiple stimuli such as inflammatory cytokines, bacterial or viral products, DNA damages or other cellular stresses. Acts as part of the canonical IKK complex in the conventional pathway of NF-kappa-B activation and phosphorylates inhibitors of NF-kappa-B on serine residues. These modifications allow polyubiquitination of the inhibitors and subsequent degradation by the proteasome. In turn, free NF-kappa-B is translocated into the nucleus and activates the transcription of hundreds of genes involved in immune response, growth control, or protection against apoptosis. Negatively regulates the pathway by phosphorylating the scaffold protein TAXBP1 and thus promoting the assembly of the A20/TNFAIP3 ubiquitin-editing complex (composed of A20/TNFAIP3, TAX1BP1, and the E3 ligases ITCH and RNF11). Therefore, CHUK plays a key role in the negative feedback of NF-kappa-B canonical signaling to limit inflammatory gene activation. As part of the non-canonical pathway of NF-kappa-B activation, the MAP3K14-activated CHUK/IKKA homodimer phosphorylates NFKB2/p100 associated with RelB, inducing its proteolytic processing to NFKB2/p52 and the formation of NF-kappa-B RelB-p52 complexes. In turn, these complexes regulate genes encoding molecules involved in B-cell survival and lymphoid organogenesis. Participates also in the negative feedback of the non-canonical NF-kappa-B signaling pathway by phosphorylating and destabilizing MAP3K14/NIK. Within the nucleus, phosphorylates CREBBP and consequently increases both its transcriptional and histone acetyltransferase activities. Modulates chromatin accessibility at NF-kappa-B-responsive promoters by phosphorylating histones H3 at 'Ser-10' that are subsequently acetylated at 'Lys-14' by CREBBP. Additionally, phosphorylates the CREBBP-interacting protein NCOA3. Also phosphorylates FOXO3 and may regulate this pro-apoptotic transcription factor (PubMed:15084260).",Tchem,"IKK family","non-receptor serine/threonine protein kinase",,-2.3550614227220232,Kinase,,287,181,13787,1028,,55.35300256502836,26859459|26496610|26317791|26094020|25900832|25852190|25740981|25609649|25510414|25482200|25241761|25187543|25096806|25036637|24990947|24971480|24753359|24618592|24556686|24215713|24189400|24075781|23894194|23872070|23778976|23776175|23708292|23602409|23597566|23501112|23477746|23455325|23444213|23343355|23178494|23091055|23041317|23035900|23032264|23027537|22990857|22891964|22848609|22810585|22776252|22740410|22660635|22547678|22474019|22262057|22196886|22156202|22149351|21903422|21887257|21862596|21795344|21784860|21765415|21575199|21571356|21474709|21451574|21269460|21248029|21191633|21170261|21081648|21056038|21048031|20961246|20940109|20855622|20817876|20711193|20684021|20671123|20634891|20628086|20568250|20508983|20503287|20501937|20448286|20434986|20379146|20378831|20356841|20351780|20331378|20198315|20164171|20149620|20056178|20051109|20043910|19948975|19913121|19909783|19875381|19854138|19851296|19838210|19786094|19773279|19728335|19573080|19488402|19453261|19421711|19270264|19258923|19223558|19150425|19104039|19088076|19085841|19074436|19050262|18990758|18952893|18940312|18922877|18829575|18818691|18782346|18704119|18688039|18633439|18626576|18604171|18600435|18593939|18579519|18571841|18560356|18550535|18512729|18490760|18462684|18443205|18266467|18224289|18163512|18071880|18029348|17897950|17823124|17785555|17703412|17684021|17620599|17616684|17597077|17568778|17540171|17537731|17507655|17452475|17452332|17439942|17434128|17363973|17363905|17344846|17319651|17317777|17272824|17237443|17237434|17237423|17145747|17138672|17116858|17102620|17079494|17047224|16938294|16902410|16733051|16498412|16407216|16405428|16385451|16344560|16319058|16286467|16280329|16258173|16177806|16129692|16126728|16034126|15808510|15749833|15677466|15601829|15489227|15469934|15456791|15276183|15226448|15173580|15164054|15153339|15140882|15125834|15084260|15071597|14963024|14743216|14585846|12789342|12771929|12730857|12612076|12589056|12547194|12486103|12482991|12477932|12411322|12133833|11971985|11864612|11815618|11805286|11594795|11527961|11359906|11297557|11113112|11002417|10968790|10962033|10779355|10755617|10747982|10733566|10723127|10713178|10712233|10521409|10485710|10469655|10195894|10187861|10094049|10072079|9891086|9819420|9813230|9751060|9751059|9744859|9632806|9520446|9409737|9346484|9346241|9252186|9244310|8777433|8246997|7558004
/idg/targets/P36507,P36507,MAP2K2,"Dual specificity mitogen-activated protein kinase kinase 2","Catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in a Thr-Glu-Tyr sequence located in MAP kinases. Activates the ERK1 and ERK2 MAP kinases (By similarity).",Tclin,"STE7 family",,,-1.7977512376096363,Kinase,,62,43,23171,688,,55.13649801558372,27098723|26858456|26625317|26163823|26155939|26078274|25852190|25722381|25600339|25487361|25463315|25425646|25416956|25218145|24746704|24501087|24375836|24311457|24275569|24011934|23684925|23626836|23423222|23379592|23237773|23186163|22946697|22935974|22902540|22895183|22833572|22805292|22805291|22298595|22197931|22185284|22052387|21988832|21969554|21615688|21525035|21509657|21458501|21447798|21445343|21406692|21365009|21269460|21178588|20885957|20837746|20358587|20302979|20172001|20068231|19858308|19816936|19690332|19681119|19565474|19500021|19496172|19453261|19447520|19413330|19369195|19206169|19164283|19156172|19014680|18691976|18669648|18617556|18424438|18413255|18390968|18088087|18060073|18042262|17981815|17979178|17704260|17603482|17461449|17419998|17366577|17192257|17116858|17101779|17081983|17038630|16964243|16957420|16651638|16439621|16332685|16239230|15979847|15543157|15489334|15302935|15292274|15284233|15276183|15071496|14702039|14672918|14656894|14517288|14499342|12839928|12792650|12612059|12582162|12531514|12505790|12482669|12477932|12167619|12063167|12032872|11909642|11823456|11579140|11520933|11409852|11260070|11134045|11104681|11044099|10982368|10862698|10828601|10799874|10780709|10712923|10509564|10489373|10409742|10224087|9915804|9781012|9733512|9671314|9621077|9563949|9558095|9427625|9325171|9223324|9159118|9069267|8702863|8668348|8626767|8529659|8393135|8388392|8226933|8157000|7839144|7687743|7566098
/idg/targets/P00558,P00558,PGK1,"Phosphoglycerate kinase 1","In addition to its role as a glycolytic enzyme, it seems that PGK-1 acts as a polymerase alpha cofactor protein (primer recognition protein) (PubMed:2324090). May play a role in sperm motility (PubMed:26677959).",Tchem,"Phosphoglycerate kinase family","carbohydrate kinase",,-2.7783171825707966,Kinase,,27,10,38416,300,,51.07656619699331,26942675|26677959|26510737|26396085|26356530|25944712|25867275|25204797|25175369|24934115|24838780|24721582|24376734|24284928|24275569|23727790|23684636|23533145|23376485|23336698|23186163|23130662|22814378|22742733|22619369|22348148|21908771|21780947|21549683|21505655|21492153|21406692|21349853|21269460|20458337|20392205|20068231|20068185|19946888|19854185|19778949|19688824|19608861|19199708|19110265|18669648|18603805|18540639|18463139|18453750|18288812|18096512|18039033|17661373|17565005|17081983|16363799|16236267|15952740|15772651|15592455|15489334|15255553|15053920|14764427|14733918|14702039|12869554|12488440|12477932|12174867|12080078|11745195|11487543|11130727|9744480|9075577|9023984|8889548|8673469|8615693|8089148|8075252|8043870|7892275|7440217|7391028|7391027|6941312|6933565|6188151|6099325|5009693|3453121|2995995|2814502|2347494|2324090|2001457|1837552|1602151|1586722|1547346|1533225
/idg/targets/P00568,P00568,AK1,"Adenylate kinase isoenzyme 1","Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Also displays broad nucleoside diphosphate kinase activity. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism.",Tchem,"AK1 subfamily","nucleotide kinase",,-2.363100070453494,Kinase,,24,18,8293,358,,42.586830537235116,24495878|24275569|23863634|23416111|23376485|23186163|23146316|22637533|22419736|22287021|21831515|21457004|21269460|20152999|19165527|19056867|18850517|18404568|18029348|17353931|16714292|16344560|15489334|12649162|12477932|12432079|12124227|10557075|10233365|9504408|9432020|8125298|7947281|6305188|3024483|2542324|2541064|211388|183954
/idg/targets/Q9H0K1,Q9H0K1,SIK2,"Serine/threonine-protein kinase SIK2","Phosphorylates 'Ser-794' of IRS1 in insulin-stimulated adipocytes, potentially modulating the efficiency of insulin signal transduction. Inhibits CREB activity by phosphorylating and repressing TORCs, the CREB-specific coactivators.",Tchem,"QIK subfamily","non-receptor serine/threonine protein kinase",,-1.459239073407211,Kinase,,18,8,5126,228,,42.365695444497014,25548099|25416956|24841198|24275569|24129571|23577667|23393134|23322770|23186163|22462548|20708153|20379614|20367563|19690332|19369195|18669648|18348280|18029348|17344846|16712791|15511237|15489334|15454081|15067358|14976552|14702039|14532992|12624099|12477932|12168954|11230166|9872452|8889548
/idg/targets/O15530,O15530,PDPK1,"3-phosphoinositide-dependent protein kinase 1","Serine/threonine kinase which acts as a master kinase, phosphorylating and activating a subgroup of the AGC family of protein kinases. Its targets include: protein kinase B (PKB/AKT1, PKB/AKT2, PKB/AKT3), p70 ribosomal protein S6 kinase (RPS6KB1), p90 ribosomal protein S6 kinase (RPS6KA1, RPS6KA2 and RPS6KA3), cyclic AMP-dependent protein kinase (PRKACA), protein kinase C (PRKCD and PRKCZ), serum and glucocorticoid-inducible kinase (SGK1, SGK2 and SGK3), p21-activated kinase-1 (PAK1), protein kinase PKN (PKN1 and PKN2). Plays a central role in the transduction of signals from insulin by providing the activating phosphorylation to PKB/AKT1, thus propagating the signal to downstream targets controlling cell proliferation and survival, as well as glucose and amino acid uptake and storage. Negatively regulates the TGF-beta-induced signaling by: modulating the association of SMAD3 and SMAD7 with TGF-beta receptor, phosphorylating SMAD2, SMAD3, SMAD4 and SMAD7, preventing the nuclear translocation of SMAD3 and SMAD4 and the translocation of SMAD7 from the nucleus to the cytoplasm in response to TGF-beta. Activates PPARG transcriptional activity and promotes adipocyte differentiation. Activates the NF-kappa-B pathway via phosphorylation of IKKB. The tyrosine phosphorylated form is crucial for the regulation of focal adhesions by angiotensin II. Controls proliferation, survival, and growth of developing pancreatic cells. Participates in the regulation of Ca(2+) entry and Ca(2+)-activated K(+) channels of mast cells. Essential for the motility of vascular endothelial cells (ECs) and is involved in the regulation of their chemotaxis. Plays a critical role in cardiac homeostasis by serving as a dual effector for cell survival and beta-adrenergic response. Plays an important role during thymocyte development by regulating the expression of key nutrient receptors on the surface of pre-T cells and mediating Notch-induced cell growth and proliferative responses. Provides negative feedback inhibition to toll-like receptor-mediated NF-kappa-B activation in macrophages. Isoform 3 is catalytically inactive.",Tchem,"PDK1 subfamily","transfer/carrier protein",,-2.0949979041013376,Kinase,,32,20,86102,579,,55.3139553829873,26919807|26684827|26553931|26504072|26487493|26432169|26318166|26297548|26294745|26238471|26151666|26055151|25726712|25712345|25645675|25588838|25518860|25416048|25384981|25269480|25233428|25092657|25064732|24925061|24810059|24739482|24705354|24516643|24481267|24334295|24275569|24044887|23893244|23887393|23562764|23530144|23453624|23397142|23131847|23098536|22999883|22952425|22863784|22658458|22544756|22490666|22454520|22398726|22347420|22119465|21930711|21875479|21775285|21568903|21533613|21419810|21310824|21118801|21075311|21035469|21034549|20978239|20643654|20385558|20361045|20197379|20186503|20133737|20044479|19920149|19910471|19690332|19602588|19591923|19405949|19276999|19167335|19146951|18835241|18802401|18660489|18616680|18495460|18439422|18204440|18184863|18024423|18003900|17848913|17826953|17468049|17371830|17327236|17314099|17255356|17136479|17081983|17047224|16807684|16780920|16751776|16737971|16551362|16314505|16288304|16251192|16207722|15802620|15802604|15772071|15743829|15741170|15718470|15616553|15541657|15489334|15302935|15210700|15209375|15144186|15125833|15122200|15059930|14749367|14702039|14604990|14585963|14500673|12912918|12640464|12524439|12485998|12477932|12387817|12374740|12244303|12177059|12169624|12167717|12162751|12149249|12147684|12138205|11889038|11877406|11825911|11781095|11779851|11733037|11715018|11481331|11445557|11438723|11381116|11376011|11313365|11278835|11157489|11062054|10995762|10945988|10896934|10856237|10792047|10764742|10753910|10698939|10698680|10601311|10567711|10548550|10485710|10480933|10455013|10364160|10357815|10226025|10191262|9895304|9812896|9768361|9748166|9707564|9637919|9512493|9445477|9445476|9430688|9427642|9381178|9374542|9373175|9368760|9271440|9094314|8125298
/idg/targets/Q56UN5,Q56UN5,MAP3K19,"Mitogen-activated protein kinase kinase kinase 19",,Tchem,"STE11 family",,,0.07525095271530231,Kinase,,,,2566,24,,18.186948788633764,27144281|17344846|15815621|15489334|14702039|12477932|8125298
/idg/targets/Q9H093,Q9H093,NUAK2,"NUAK family SNF1-like kinase 2","Stress-activated kinase involved in tolerance to glucose starvation. Induces cell-cell detachment by increasing F-actin conversion to G-actin. Expression is induced by CD95 or TNF-alpha, via NF-kappa-B. Protects cells from CD95-mediated apoptosis and is required for the increased motility and invasiveness of CD95-activated tumor cells. Able to phosphorylate 'Ser-464' of LATS1.",Tchem,"NuaK subfamily","non-receptor serine/threonine protein kinase",,-1.701356701380973,Kinase,,22,20,3314,192,,32.68264922535222,25832654|25732129|23831117|22814378|22796592|21911917|21460252|21242312|20713714|19927127|19652946|19369195|18992219|18452098|18023418|17344846|16381901|15761153|15489336|15489334|15345718|14976552|14702039|14575707|12477932|11284715|11256614|11230166|11076863
/idg/targets/Q06187,Q06187,BTK,"Tyrosine-protein kinase BTK","Non-receptor tyrosine kinase indispensable for B lymphocyte development, differentiation and signaling. Binding of antigen to the B-cell antigen receptor (BCR) triggers signaling that ultimately leads to B-cell activation. After BCR engagement and activation at the plasma membrane, phosphorylates PLCG2 at several sites, igniting the downstream signaling pathway through calcium mobilization, followed by activation of the protein kinase C (PKC) family members. PLCG2 phosphorylation is performed in close cooperation with the adapter protein B-cell linker protein BLNK. BTK acts as a platform to bring together a diverse array of signaling proteins and is implicated in cytokine receptor signaling pathways. Plays an important role in the function of immune cells of innate as well as adaptive immunity, as a component of the Toll-like receptors (TLR) pathway. The TLR pathway acts as a primary surveillance system for the detection of pathogens and are crucial to the activation of host defense. Especially, is a critical molecule in regulating TLR9 activation in splenic B-cells. Within the TLR pathway, induces tyrosine phosphorylation of TIRAP which leads to TIRAP degradation. BTK plays also a critical role in transcription regulation. Induces the activity of NF-kappa-B, which is involved in regulating the expression of hundreds of genes. BTK is involved on the signaling pathway linking TLR8 and TLR9 to NF-kappa-B. Transiently phosphorylates transcription factor GTF2I on tyrosine residues in response to BCR. GTF2I then translocates to the nucleus to bind regulatory enhancer elements to modulate gene expression. ARID3A and NFAT are other transcriptional target of BTK. BTK is required for the formation of functional ARID3A DNA-binding complexes. There is however no evidence that BTK itself binds directly to DNA. BTK has a dual role in the regulation of apoptosis.",Tclin,"TEC family","protein kinase",,-3.0246739056584198,Kinase,,331,217,163605,721,,48.11942689096936,26540570|26475492|26387629|26383180|26292723|26182170|26089373|26059659|26036311|25944712|25944695|25777788|25757060|25724205|25605370|25589397|25589346|25498455|25486872|25433814|25413232|25316352|25284608|25189416|25170122|25083818|24970801|24869598|24869597|24840642|24722985|24712864|24658273|24612681|24510558|24383975|24375473|24311722|24307874|24307721|23977012|23967355|23913792|23754751|23581641|23239500|23186163|22939624|22689860|22589540|22527282|22378381|22366891|22312945|22053596|21991724|21784852|21659545|21622861|21482705|21422473|21280133|21269460|21039741|20715177|20634142|20628086|20574453|20056178|20052711|19949111|19913121|19904586|19859091|19807924|19471023|19464057|19369195|19342689|19290921|19214191|19212330|19206206|19039656|19017959|18809383|18776760|18726917|18548107|18241233|18051214|18029348|18022864|17932028|17823121|17765309|17707910|17344846|17264076|16969585|16951917|16751014|16738337|16644721|16517732|16439361|16415872|16344560|16300960|16159644|16141323|15939795|15894173|15849198|15772651|15712380|15539407|15489334|15466623|15375214|15203319|15184383|15087455|15082835|15046600|15007095|14974089|14702039|14634110|14623887|14614850|12970174|12854903|12810683|12769846|12768435|12724322|12573241|12477932|12445832|12437073|12405164|12235133|12204007|11934902|11913944|11788586|11751885|11698416|11606584|11598012|11577348|11527964|11524430|11507089|11438999|11434777|11413148|11375929|11373296|11329620|11313464|11231015|11226282|11163197|11016936|10872802|10826882|10678660|10612838|10602036|10561498|10556826|10498607|10427990|10373551|10339589|10220140|10201980|10196179|10196129|10068673|9837922|9796816|9770463|9751072|9742969|9571151|9545398|9485443|9445504|9333013|9280283|9260159|9218782|9201297|9178903|9110171|9016530|9012831|8892607|8834236|8758136|8723128|8695804|8688094|8634718|8630736|8629002|8617237|8594569|8425221|8380905|8283037|8258324|8162056|8162018|8125298|8090769|8070576|8058772|8013627|7972043|7959728|7927535|7925280|7907259|7897635|7880320|7849721|7849697|7849006|7809124|7711734|7633429|7633420|7629518|7627183|7626884|7522330|7518558|2881637|1915549
/idg/targets/O75116,O75116,ROCK2,"Rho-associated protein kinase 2","Protein kinase which is a key regulator of actin cytoskeleton and cell polarity. Involved in regulation of smooth muscle contraction, actin cytoskeleton organization, stress fiber and focal adhesion formation, neurite retraction, cell adhesion and motility via phosphorylation of ADD1, BRCA2, CNN1, EZR, DPYSL2, EP300, MSN, MYL9/MLC2, NPM1, RDX, PPP1R12A and VIM. Phosphorylates SORL1 and IRF4. Acts as a negative regulator of VEGF-induced angiogenic endothelial cell activation. Positively regulates the activation of p42/MAPK1-p44/MAPK3 and of p90RSK/RPS6KA1 during myogenic differentiation. Plays an important role in the timely initiation of centrosome duplication. Inhibits keratinocyte terminal differentiation. May regulate closure of the eyelids and ventral body wall through organization of actomyosin bundles. Plays a critical role in the regulation of spine and synaptic properties in the hippocampus. Plays an important role in generating the circadian rhythm of the aortic myofilament Ca(2+) sensitivity and vascular contractility by modulating the myosin light chain phosphorylation.",Tclin,"ROCK subfamily","non-receptor serine/threonine protein kinase",,-2.4347745651016415,Kinase,,80,53,15745,472,,55.89158489408636,26928204|26901778|26826790|26818518|26818475|26626121|26620183|26572751|26505794|26481340|26468005|26261605|25969175|25944712|25940707|25916120|25912304|25909223|25872785|25869521|25840982|25816133|25771860|25755711|25677806|25577341|25481646|25279428|25251472|25011614|24674677|24668682|24617500|24615293|24610576|24608447|24604753|24275569|24170433|24168723|24135024|24065547|24036111|23789633|23644663|23615712|23479079|23328676|23326532|23211630|23186163|22986902|22942252|22939913|22842919|22798677|22705122|22681889|22462535|22348083|22273145|22241857|22232555|22155728|22093931|22001410|21406692|21303778|21269460|21147781|21084279|20961215|20951699|20939434|20826462|20803696|20628086|20504226|20429915|20346360|20232393|20230755|20181930|20164172|20068231|20056178|19997641|19913121|19690332|19590140|19435756|19422706|19376974|19205033|19181962|19131646|19099536|18971541|18922892|18695890|18691976|18669648|18668558|18559669|18496125|18495812|18331468|17596509|17446864|17353931|17344846|17344417|17167780|17081983|17015463|17012370|16996686|16964243|16585408|16574662|16531242|15815621|15699075|15302935|15121898|15044207|12778124|12600888|12482610|12477932|12185584|12176052|12126956|12102637|11931630|10601309|10579722|10209029|9933571|9734811|9463375|8617235
/idg/targets/P53778,P53778,MAPK12,"Mitogen-activated protein kinase 12","Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK12 is one of the four p38 MAPKs which play an important role in the cascades of cellular responses evoked by extracellular stimuli such as proinflammatory cytokines or physical stress leading to direct activation of transcription factors such as ELK1 and ATF2. Accordingly, p38 MAPKs phosphorylate a broad range of proteins and it has been estimated that they may have approximately 200 to 300 substrates each. Some of the targets are downstream kinases such as MAPKAPK2, which are activated through phosphorylation and further phosphorylate additional targets. Plays a role in myoblast differentiation and also in the down-regulation of cyclin D1 in response to hypoxia in adrenal cells suggesting MAPK12 may inhibit cell proliferation while promoting differentiation. Phosphorylates DLG1. Following osmotic shock, MAPK12 in the cell nucleus increases its association with nuclear DLG1, thereby causing dissociation of DLG1-SFPQ complexes. This function is independent of its catalytic activity and could affect mRNA processing and/or gene transcription to aid cell adaptation to osmolarity changes in the environment. Regulates UV-induced checkpoint signaling and repair of UV-induced DNA damage and G2 arrest after gamma-radiation exposure. MAPK12 is involved in the regulation of SLC2A1 expression and basal glucose uptake in L6 myotubes; and negatively regulates SLC2A4 expression and contraction-mediated glucose uptake in adult skeletal muscle. C-Jun (JUN) phosphorylation is stimulated by MAPK14 and inhibited by MAPK12, leading to a distinct AP-1 regulation. MAPK12 is required for the normal kinetochore localization of PLK1, prevents chromosomal instability and supports mitotic cell viability. MAPK12-signaling is also positively regulating the expansion of transient amplifying myogenic precursor cells during muscle growth and regeneration.",Tchem,"P38 subfamily","non-receptor serine/threonine protein kinase",,-1.911645578107723,Kinase,,25,10,12035,324,,40.36437353354499,26843485|26708186|26588708|26418945|25416956|25314968|25158884|24927181|23186163|22730327|22730326|22522454|22399296|21878638|21862636|21532888|21269460|21172807|20804750|20628086|20626350|20605917|20332238|19913121|19294699|19251701|18559936|18221368|17724032|17344846|17088247|17081983|15923648|15850461|15489334|15461802|15342622|15284239|15158451|14702039|14592936|12915405|12761180|12536241|12477932|12171600|12167088|11991731|11741894|11520933|11062068|11062067|11010976|10848581|10591208|10567720|10508788|10212242|9628874|9430721|9297626|9199504|9169156|9019171|8920915|8633070
/idg/targets/O94806,O94806,PRKD3,"Serine/threonine-protein kinase D3","Converts transient diacylglycerol (DAG) signals into prolonged physiological effects, downstream of PKC. Involved in resistance to oxidative stress (By similarity).",Tchem,"PKD family",,,-1.19408468698391,Kinase,,34,19,8429,263,,40.51406445567998,26253275|25802335|25136641|24840177|24337579|24292274|24265314|23974872|23393329|23186163|22983445|22893698|22228765|20813663|20813660|20621130|20068231|19413330|19369195|19264651|18691976|18669648|18076381|18029348|17889508|17344846|17196367|17081983|16964243|16380377|15824133|15815621|15496505|15489334|14743217|14702039|12676944|12506120|12482669|12477932|12080077|12054501|11919157|11884598|11833470|11749387|11154208|11044099|11035810|10843712|10231560|9671211|9446795|8914829|8627654|8274451|2182321
/idg/targets/O94804,O94804,STK10,"Serine/threonine-protein kinase 10","Serine/threonine-protein kinase involved in regulation of lymphocyte migration. Phosphorylates MSN, and possibly PLK1. Involved in regulation of lymphocyte migration by mediating phosphorylation of ERM proteins such as MSN. Acts as a negative regulator of MAP3K1/MEKK1. May also act as a cell cycle regulator by acting as a polo kinase kinase: mediates phosphorylation of PLK1 in vitro; however such data require additional evidences in vivo.",Tchem,"SLK subfamily",,,-2.2888569480025764,Kinase,,74,37,7397,218,,41.19675021026721,24275569|23842845|23793025|23209304|23186163|21905501|21606217|21406692|21269460|20458337|20379614|20306291|20068231|19690332|19413330|19369195|19367720|19255442|18691976|18669648|18239682|18088087|17974005|17344846|17192257|16964243|16344560|16175573|15489334|15372022|15302935|14702039|12639966|12477932|11903060|10692593|10199912
/idg/targets/Q09013,Q09013,DMPK,"Myotonin-protein kinase","Non-receptor serine/threonine protein kinase which is necessary for the maintenance of skeletal muscle structure and function. May play a role in myocyte differentiation and survival by regulating the integrity of the nuclear envelope and the expression of muscle-specific genes. May also phosphorylate PPP1R12A and inhibit the myosin phosphatase activity to regulate myosin phosphorylation. Also critical to the modulation of cardiac contractility and to the maintenance of proper cardiac conduction activity probably through the regulation of cellular calcium homeostasis. Phosphorylates PLN, a regulator of calcium pumps and may regulate sarcoplasmic reticulum calcium uptake in myocytes. May also phosphorylate FXYD1/PLM which is able to induce chloride currents. May also play a role in synaptic plasticity.",Tchem,"GEK subfamily","transfer/carrier protein",,-2.6958693791454427,Kinase,,89,60,13790,171,,42.4637325766923,26756355|26339785|26310035|26304544|26214024|26002199|25702800|24792155|24722188|24417793|24274137|24139022|24136222|23933738|23680132|23263591|23209425|23196502|22354993|21949239|21760538|21457715|21204525|20843780|20801043|20685272|20644219|20635151|20628086|20421627|20346670|20231114|20228473|19948975|19946639|19913121|19626675|19514047|19309729|19166838|19127114|18798829|18729234|18648326|18611984|18577525|18574937|18474935|18228241|18184345|18029348|17846170|17825047|17433680|17344846|17204048|17192963|16946708|16770013|16636244|16519679|16285929|16193250|16099181|15981568|15894391|15824798|15722335|15684391|15598648|15583383|15489334|15476170|15462191|15317754|15284213|15210527|15079005|15039975|15017064|14759258|14701736|14657503|14607980|14510658|12832055|12697816|12600888|12598332|12477932|12427866|12220642|11931630|11903304|11903110|11781699|11752456|11592825|11555624|11527424|11287000|11121205|10913253|10869570|10811636|10699184|10601309|10400997|10026240|9949207|9872056|9811941|9490724|9371827|8595416|8499920|8469976|8401505|8288237|8281152|8076686|7905855|7488138|2037285|1546326|1546325|1310900|1303233|1302022
