"URL","Uniprot ID","GeneSymbol","Name","Description","Development Level","DTOClass","PantherClass","ChemblClass","Novelty","Target Family","Function","GrantCount","R01Count","PatentCount","AntibodyCount","PubmedCount","PMIDs"
/idg/targets/Q9BXT2,Q9BXT2,CACNG6,"Voltage-dependent calcium channel gamma-6 subunit","Thought to stabilize the calcium channel in an inactivated (closed) state.",Tchem,"Calcium channel auxiliary subunit 1-8 (cca) family",,,0.3010299956639812,"Ion Channel",,,,613,90,,17.18771882705181,20860846|17652770|15489334|12477932|11738816|11170751
/idg/targets/Q96PR1,Q96PR1,KCNC2,"Potassium voltage-gated channel subfamily C member 2","Voltage-gated potassium channel that mediates transmembrane potassium transport in excitable membranes, primarily in the brain. Contributes to the regulation of the fast action potential repolarization and in sustained high-frequency firing in neurons of the central nervous system. Homotetramer channels mediate delayed-rectifier voltage-dependent potassium currents that activate rapidly at high-threshold voltages and inactivate slowly. Forms tetrameric channels through which potassium ions pass in accordance with their electrochemical gradient. The channel alternates between opened and closed conformations in response to the voltage difference across the membrane (PubMed:15709110). Can form functional homotetrameric and heterotetrameric channels that contain variable proportions of KCNC1, and possibly other family members as well; channel properties depend on the type of alpha subunits that are part of the channel. Channel properties may be modulated either by the association with ancillary subunits, such as KCNE1, KCNE2 or KCNE3 or indirectly by nitric oxide (NO) through a cGMP- and PKG-mediated signaling cascade, slowing channel activation and deactivation of delayed rectifier potassium channels (By similarity). Contributes to fire sustained trains of very brief action potentials at high frequency in retinal ganglion cells, thalamocortical and suprachiasmatic nucleus (SCN) neurons and in hippocampal and neocortical interneurons (PubMed:15709110). Sustained maximal action potential firing frequency in inhibitory hippocampal interneurons is negatively modulated by histamine H2 receptor activation in a cAMP- and protein kinase (PKA) phosphorylation-dependent manner. Plays a role in maintaining the fidelity of synaptic transmission in neocortical GABAergic interneurons by generating action potential (AP) repolarization at nerve terminals, thus reducing spike-evoked calcium influx and GABA neurotransmitter release. Required for long-range synchronization of gamma oscillations over distance in the neocortex. Contributes to the modulation of the circadian rhythm of spontaneous action potential firing in suprachiasmatic nucleus (SCN) neurons in a light-dependent manner (By similarity).",Tclin,"Kv3.2/KCNC2 sub-subfamily","voltage-gated potassium channel",,-1.444475582948186,"Ion Channel",,14,11,2940,148,,27.815706397127272,23628987|23475819|21912965|19332619|16541075|16382104|16344560|15709110|15489334|14702039|12477932|11506885|10414303|8111118
/idg/targets/Q99928,Q99928,GABRG3,"Gamma-aminobutyric acid receptor subunit gamma-3","GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel.",Tclin,"GABRG3 sub-subfamily","ligand-gated ion channel",,-0.9437217845972942,"Ion Channel",,,,985,81,,32.383334865796634,26566883|24709693|23535033|22969067|20583128|20468064|20436377|20398908|20379614|19874574|19736351|19727025|19598235|19086053|19078961|19058789|19019179|18516948|18334916|17957331|16674551|16572171|16080114|15489334|14981720|14745296|12477932|11948245|11329013|10891602|10414349|8719414|8175718|7601451
/idg/targets/Q14957,Q14957,GRIN2C,"Glutamate receptor ionotropic, NMDA 2C","NMDA receptor subtype of glutamate-gated ion channels with high calcium permeability and voltage-dependent sensitivity to magnesium. Mediated by glycine.",Tclin,"NR2C/GRIN2C subfamily","ionotropic glutamate receptor",,-2.1972850965266684,"Ion Channel",,73,40,5328,176,,39.198908354995844,26289945|26229101|25788577|24925192|24102971|23070074|22833210|22343826|22245680|22197913|21919190|21807990|21300787|21152063|20981015|20976280|19874574|19477150|19156168|18444252|18029348|16625196|16606616|15920498|15494561|15489334|15287897|12815021|12477932|12082569|11937501|11854440|10943672|10648872|9798920|9480759|9037519|8889548|8665664|8267632|7695237|1350383
/idg/targets/P30926,P30926,CHRNB4,"Neuronal acetylcholine receptor subunit beta-4","After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.",Tclin,"Beta-4/CHRNB4 sub-subfamily","ligand-gated ion channel",,-1.547941256681552,"Ion Channel",,33,22,1209,109,,27.815171253377265,26942719|26689306|26010901|25891420|25474695|25384568|25297392|25293386|25172267|25072098|25056061|24804708|24750073|24719457|24085295|23884938|23844051|23729684|23692359|23691088|23626818|23458267|23349463|23143843|23061658|23029550|22956269|22945651|22543065|22459873|22438940|22382757|22382680|22336398|22241830|22101982|22042774|22042234|22024278|21917987|21747048|21658281|21646606|21486776|21436384|21343288|21248747|21228559|21168125|21107856|20886544|20808433|20736995|20734064|20685379|20631687|20587604|20584212|20554942|20485328|20438829|20426799|20418889|20201926|19859904|19706762|19696770|19671882|19628476|19628475|19429911|19259974|19156168|19086053|19059502|19029397|18996504|18780872|18759969|18618000|18519524|18414406|18385739|18385738|18163978|17373692|16826524|16572171|16120769|16091357|15742216|15489334|12912995|12783266|12663058|12477932|12150770|11742001|11606319|11450844|11181995|11118490|10336173|9693793|9655874|9203638|9193799|9009220|8996215|8987816|8906617|7571003|2004777|1689727|1572664|1505988|1330682
/idg/targets/P29973,P29973,CNGA1,"cGMP-gated cation channel alpha-1","Visual signal transduction is mediated by a G-protein coupled cascade using cGMP as second messenger. This protein can be activated by cyclic GMP which leads to an opening of the cation channel and thereby causing a depolarization of rod photoreceptors.",Tchem,"CNGA1 subfamily","cyclic nucleotide-gated ion channel",,-1.844294817303128,"Ion Channel",,10,6,1400,71,,27.136522814204973,26802146|25268133|23032687|20890309|20801516|16382102|15815621|15713832|15570217|14702039|12693957|12467592|12432397|12388767|12362048|8889549|7683629|7532814|7479749|1379636|1372959|1372902
/idg/targets/Q9UL51,Q9UL51,HCN2,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2","Hyperpolarization-activated ion channel exhibiting weak selectivity for potassium over sodium ions. Contributes to the native pacemaker currents in heart (If) and in neurons (Ih). Can also transport ammonium in the distal nephron. Produces a large instantaneous current. Modulated by intracellular chloride ions and pH; acidic pH shifts the activation to more negative voltages (By similarity).",Tclin,"Cyclic nucleotide-gated cation channel family","cyclic nucleotide-gated ion channel",,-1.1036136831371575,"Ion Channel",,101,60,14841,157,,33.197576742046714,26005035|25423599|25197093|24525276|24324597|23907424|23395072|22748890|22131395|22094222|22006928|21615589|20628086|20437590|19913121|19471099|18768480|18669648|17931874|17474147|17043149|16777944|16382102|15980171|15961404|15932727|15687126|15057824|12928435|12890777|12813043|12640457|12477932|12194012|12034718|11133998|11076863|10524219|10228147|9921901|9630217|9405696
/idg/targets/Q9Y5Y9,Q9Y5Y9,SCN10A,"Sodium channel protein type 10 subunit alpha","Tetrodotoxin-resistant channel that mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a sodium-selective channel through which sodium ions may pass in accordance with their electrochemical gradient. Plays a role in neuropathic pain mechanisms.",Tclin,"Nav1.8/SCN10A subfamily","voltage-gated calcium channel",,-3.141444757328169,"Ion Channel",,97,59,28400,120,,31.017696541234496,26740675|26104176|25998140|25787950|25691686|25691538|25055868|25053638|25035420|24998131|24952745|24850809|24763188|24642470|24360055|24144460|24086692|24072447|24006052|23986244|23872634|23463857|23273568|23139255|23115331|23047628|22618805|21646736|21347284|21248752|21076409|21041692|20720009|20379614|20237269|20062063|20062061|20062060|20018876|19953341|19877286|19699781|19563686|19233853|19164297|19056867|16641997|16598065|16506887|16382098|12591166|10198179|9839820
/idg/targets/Q9Y5S1,Q9Y5S1,TRPV2,"Transient receptor potential cation channel subfamily V member 2","Calcium-permeable, non-selective cation channel with an outward rectification. Seems to be regulated, at least in part, by IGF-I, PDGF and neuropeptide head activator. May transduce physical stimuli in mast cells. Activated by temperatures higher than 52 degrees Celsius; is not activated by vanilloids and acidic pH.",Tchem,"TRPV2 sub-subfamily","ion channel",,-2.2516545697717203,"Ion Channel",,38,15,49966,187,,33.64793063121005,26416880|25869297|25641129|25333484|25268680|25001513|24878697|24764033|24475260|24275569|24206072|23964684|23786999|23741410|23542034|23453732|23426965|23294145|23186163|22327830|21574765|21506114|20926660|20686800|20113837|20103638|20093382|19619644|19482060|18983665|18787888|17977643|17081065|16882997|16777226|16625196|16533525|16382100|15489334|15249591|14702039|12765698|12765693|12477932|12093812|12077606|10887936|10201375
/idg/targets/Q9Y5S8,Q9Y5S8,NOX1,"NADPH oxidase 1","NOH-1S is a voltage-gated proton channel that mediates the H(+) currents of resting phagocytes and other tissues. It participates in the regulation of cellular pH and is blocked by zinc. NOH-1L is a pyridine nucleotide-dependent oxidoreductase that generates superoxide and might conduct H(+) ions as part of its electron transport mechanism, whereas NOH-1S does not contain an electron transport chain.",Tchem,"Phagocyte (gp91(phox)) nadph oxidase family",oxidase,,-2.54979709567897,Enzyme,,223,135,14743,212,,32.03783905179568,26658815|26545779|26339163|26301257|26222337|26116564|26101350|26065917|25881670|25722086|25592377|25581126|25130439|25066192|24833663|24792722|24551274|24494188|24437351|24365146|24334927|23957209|23931157|23828587|23801050|23627409|23564668|23410839|23349388|23322165|23261940|23241962|23077033|23056263|22918955|22773830|22640231|22589701|22513785|22329647|22277655|21918473|21877197|21723410|21629295|21507984|21326871|21237524|21181544|21176887|21167810|20943948|20919940|20818133|20715105|20525691|20523355|20501406|20457132|20407038|20347035|20346360|20194723|20177149|20171273|20056178|20018867|19843513|19834108|19781192|19755710|19671250|19531958|19451223|19415232|19379824|19344766|19339277|19282028|19268528|19251588|19213944|19095734|19084060|19061439|19028840|18620548|18571150|18535108|18518859|18463417|18463161|18454176|18436303|18429753|18398843|18397177|18347018|18331504|18309110|18287880|18076063|18073139|18055552|18037128|18023288|18005670|17963706|17913709|17908694|17673675|17611574|17562703|17460729|17336700|17200123|17182005|17079781|17015444|16880255|16778989|16762923|16636067|16507994|16469512|16468977|16380495|16329988|16162660|16049136|15993942|15797632|15772651|15708375|15489334|15452132|15389790|15375166|15322091|15256399|15203187|15110393|15102091|14702039|14674687|14670934|14617635|12955083|12817011|12716910|12657628|12477932|11970841|11805326|11331784|10974555|10615049|10485709
/idg/targets/Q9Y698,Q9Y698,CACNG2,"Voltage-dependent calcium channel gamma-2 subunit","Regulates the trafficking and gating properties of AMPA-selective glutamate receptors (AMPARs). Promotes their targeting to the cell membrane and synapses and modulates their gating properties by slowing their rates of activation, deactivation and desensitization. Does not show subunit-specific AMPA receptor regulation and regulates all AMPAR subunits. Thought to stabilize the calcium channel in an inactivated (closed) state.",Tchem,"Calcium channel auxiliary subunit 1-8 (cca) family","voltage-gated calcium channel",,-1.909248310355097,"Ion Channel",,108,65,1731,114,,33.217623649191594,26744192|25422502|23166629|21376300|20805473|20688780|20219255|19805317|19543281|19156168|18571626|18408563|18311135|18304745|17652770|17483093|16793768|16637659|16434481|15758178|15567474|15489334|15461802|15001777|14702039|14505496|12477932|12359873|11805122|11170751|11140673|10643919|10591208|10221464
