"URL","Uniprot ID","GeneSymbol","Name","Description","Development Level","DTOClass","PantherClass","ChemblClass","Novelty","Target Family","Function","GrantCount","R01Count","PatentCount","AntibodyCount","PubmedCount","PMIDs"
/idg/targets/O95838,O95838,GLP2R,"Glucagon-like peptide 2 receptor","This is a receptor for glucagon-like peptide 2. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase.",Tclin,"Glucagon receptor","antibacterial response protein",,-1.4190494917510668,GPCR,,11,4,3733,187,,21.77229871117728,24990862|24875097|22951144|21326311|21167157|20800603|20628086|20468064|20379614|19913121|19861958|18829546|18240029|16448646|16401478|15817468|15670850|15544847|15489334|15471943|12477932|11738243|11238747|10982769|9990065
/idg/targets/Q99677,Q99677,LPAR4,"Lysophosphatidic acid receptor 4","Receptor for lysophosphatidic acid (LPA), a mediator of diverse cellular activities. Transduces a signal by increasing the intracellular calcium ions and by stimulating adenylyl cyclase activity. The rank order of potency for agonists of this receptor is 1-oleoyl- > 1-stearoyl- > 1-palmitoyl- > 1-myristoyl- > 1-alkyl- > 1-alkenyl-LPA.",Tchem,"Lysophospholipid (LPA) receptor",receptor,,-1.3466252834021912,GPCR,,9,7,4871,170,,26.839352048260558,25849892|24602016|23467751|20890765|20069565|19860625|18240029|16754659|16344560|16335952|15772651|15489334|14702039|12724320|12477932|11004484|9223435|9073069|8889548
/idg/targets/Q99705,Q99705,MCHR1,"Melanin-concentrating hormone receptor 1","Receptor for melanin-concentrating hormone, coupled to both G proteins that inhibit adenylyl cyclase and G proteins that activate phosphoinositide hydrolysis.",Tchem,"Melanin-concentrating hormone receptor",receptor,,-2.4610054959853653,GPCR,,24,18,20907,202,,30.45366618446213,24305679|22154049|22081064|21637341|20888736|20833795|20734064|20633139|19502010|19453261|19320743|19058789|18722347|18577758|18198296|16945926|16754659|16741940|16186414|16039987|15941924|15928315|15590649|15489334|15461802|15340116|15166293|14702039|14632194|12865333|12620396|12477932|12220661|12176038|12127971|11839762|11478907|10860944|10591208|10441476|10421368|10421367|8977118
/idg/targets/Q9BXC0,Q9BXC0,HCAR1,"Hydroxycarboxylic acid receptor 1","Acts as a receptor for L-lactate and mediates its anti-lipolytic effect through a G(i)-protein-mediated pathway.",Tchem,"Hydroxycarboxylic acid receptor",receptor,,-1.3371587162668221,GPCR,,2,,3242,272,,22.964695973238385,26208712|25839160|24928781|24657625|24486398|22020285|21907911|21862690|21454438|20628086|19913121|19633298|19047060|18952058|16541075|15831516|15489334|15177553|14702039|12477932|12044878|11574155
/idg/targets/Q9BXC1,Q9BXC1,GPR174,"Probable G-protein coupled receptor 174","Putative receptor for purines coupled to G-proteins.",Tchem,"Class A rhodopsin like",receptor,,-0.8523477558144651,GPCR,,,,1421,172,,18.88466009811307,25367286|25295623|24602016|24289805|23667180|23612905|23178570|20880198|15772651|15489334|12477932|12044878
/idg/targets/O43603,O43603,GALR2,"Galanin receptor type 2","Receptor for the hormone galanin and GALP. Receptor for the hormone spexin-1 (PubMed:24517231). The activity of this receptor is mediated by G proteins that activate the phospholipase C/protein kinase C pathway (via G(q)) and that inhibit adenylyl cyclase (via G(i)).",Tchem,"Galanin receptor",receptor,,-1.8884317054860047,GPCR,,39,19,21876,195,,28.540580526889105,26572146|25691535|24706871|24602615|24568968|24517231|24168112|24122450|23597562|23341594|23278944|23237663|22889491|22329353|21894515|21850381|21345369|19086053|18577758|18272487|17083333|15489334|14592962|12477932|11867941|9880084|9832121|9685625|9480833|2834384
/idg/targets/P25103,P25103,TACR1,"Substance-P receptor","This is a receptor for the tachykinin neuropeptide substance P. It is probably associated with G proteins that activate a phosphatidylinositol-calcium second messenger system. The rank order of affinity of this receptor to tachykinins is: substance P > substance K > neuromedin-K.",Tclin,"Tachykinin receptor",receptor,,-3.09243279417149,GPCR,,443,247,48655,417,,38.45122735274055,26516161|26371842|26012530|25841180|25817575|25786041|25783846|25684939|25659767|25204428|25130457|24898255|24831006|24817687|24552486|24548567|24412605|24190675|24155873|24030979|23979140|23933301|23916293|23827863|23807418|23754948|23597562|23582152|23553861|23471985|23420374|23345604|23257919|23235155|23166329|23142211|23078527|23024816|22733436|22554585|22225860|22115773|22057425|21969570|21925840|21577011|21478256|21188466|21120581|21091716|21034671|20940324|20937248|20468064|20398908|20379614|20237496|20173430|20160043|20137858|20117843|20074437|20021265|20008142|19903051|19885583|19805509|19553914|19545476|19351798|19222484|19207952|19204064|19086053|19036058|18835556|18713853|18572194|18452185|18394729|18363037|18289674|18203813|18187929|18180429|18095097|18085301|17986524|17713785|17667845|17602742|17563389|17525212|17448763|17443717|17370082|17050807|17023511|16901764|16893949|16815618|16754659|16675550|16670094|16618119|16344560|16305827|16154193|16123103|15815621|15690122|15664664|15590676|15489334|15452552|15130944|14702039|14601651|12810079|12752772|12727971|12686752|12594338|12548712|12528114|12477932|12427486|12393913|12383866|12151774|12147210|12130725|12067742|11950831|11906947|11864635|11786503|11698023|10854844|10611312|9754802|9733503|9537323|8985172|8384323|7782081|7692486|2548782|1883349|1723045|1718267|1659396|1657150|1374227|1312928|1310144|1281469|1280161
/idg/targets/P25116,P25116,F2R,"Proteinase-activated receptor 1","High affinity receptor for activated thrombin coupled to G proteins that stimulate phosphoinositide hydrolysis. May play a role in platelets activation and in vascular development.",Tclin,"Proteinase-activated receptor",receptor,,-2.7689690033269434,GPCR,,292,193,77288,399,,44.862166307519,27023670|26875892|26729042|26681756|26635365|26600192|26475502|26424552|26283733|26278396|26244666|26238780|26170698|26165842|26149041|26120939|26100877|26092994|26084674|26083907|26082997|26068939|26037286|26020638|25986685|25934391|25846512|25689283|25589770|25552512|25496845|25495701|25297082|25294586|25119598|25007158|24973402|24842054|24830314|24805876|24776597|24740120|24732013|24717606|24637088|24624928|24620969|24612435|24435325|24405508|24297163|24177339|24009311|23921961|23919450|23814055|23739922|23625915|23580642|23548249|23517743|23512987|23476015|23436459|23421536|23406164|23395513|23307185|23293110|23280079|23242308|23222541|23204166|23186163|23155052|23113835|23065128|22993310|22952817|22952809|22833563|22685255|22659187|22610965|22593082|22573325|22562397|22552271|22547407|22541814|22291441|22283974|22278285|22212092|22139419|22106258|22009534|21993564|21966428|21965661|21909684|21905006|21835828|21822552|21760880|21753781|21673343|21649850|21605334|21591259|21586224|21550978|21536369|21375587|21252088|21216163|21209875|21187389|21149441|21127289|21037076|20945373|20826780|20819545|20807173|20723226|20697725|20691446|20628086|20585578|20571025|20559570|20506163|20482314|20442298|20404340|20388375|20368337|20237496|20236938|20230207|20175118|20164183|20155436|20140262|20101173|20084489|20056842|19969492|19929245|19913121|19907018|19895674|19879874|19858310|19795418|19764478|19703903|19694963|19690217|19679555|19622587|19608609|19567485|19538737|19460777|19424642|19404549|19379698|19332793|19307610|19162217|19080851|19064940|19064814|19053259|19040205|18988801|18988770|18983479|18974842|18832729|18820708|18687805|18682394|18657231|18612544|18577758|18570113|18537828|18386288|18384756|18372913|18363813|18314110|18308730|18284602|18278202|18179608|18174463|18089851|18064407|18005014|17935246|17895623|17883592|17848177|17823308|17721620|17706138|17675516|17623652|17492768|17470200|17414212|17404307|17384202|17376866|17374729|17373694|17347481|17323377|17303701|17294805|17267663|17015787|16952995|16946713|16839349|16837456|16803467|16709572|16606835|16409451|16407403|16359518|16354660|16354200|16341594|16194864|16141404|16102047|16087677|16052512|16021575|15923186|15891109|15878870|15869604|15860737|15821019|15769747|15755869|15707890|15626732|15625067|15582715|15563688|15561975|15559761|15550696|15548541|15522964|15489334|15455382|15383630|15313016|15280447|15247268|15191806|15183114|15099288|15078882|15045135|15023990|14982936|14966279|14961162|14642534|14632180|14623891|14521606|14507634|13680213|12975361|12883880|12832443|12805069|12789289|12761501|12737439|12707033|12637343|12594292|12586611|12563219|12534282|12522081|12505789|12477932|12406873|12372769|12370395|12195707|12084570|12058063|12052963|12039967|12023853|11986954|11907122|11816709|11447194|11278329|10978167|10922491|10692450|10644723|10583385|10477691|10391209|10079109|9701242|9639571|9207393|9102146|9058715|9038223|8982657|8955127|8824285|8621593|8395910|8395550|8290554|8136362|7961693|7834643|1851174|1672265|1310691
/idg/targets/P25100,P25100,ADRA1D,"Alpha-1D adrenergic receptor","This alpha-adrenergic receptor mediates its effect through the influx of extracellular calcium.",Tclin,"Alpha adrenoceptor",receptor,,-2.2509434774853574,GPCR,,179,88,29235,111,,32.479177083096054,26460884|26381449|25481381|24844469|23877383|23551011|23205498|21115837|21063774|20628086|19913121|19458937|19212140|19086053|18628404|18257748|18240029|18187928|17973108|17681068|17660397|17404580|17384146|16754659|16533813|15690361|15525470|15297446|14736874|14626446|12442007|12409310|11780052|10860850|10820200|8183249|8125015|8039425|8024574|7815325|7746284|1656955|1359975
/idg/targets/P49146,P49146,NPY2R,"Neuropeptide Y receptor type 2","Receptor for neuropeptide Y and peptide YY. The rank order of affinity of this receptor for pancreatic polypeptides is PYY > NPY > PYY (3-36) > NPY (2-36) > [Ile-31, Gln-34] PP > [Leu-31, Pro-34] NPY > PP, [Pro-34] PYY and NPY free acid.",Tchem,"Neuropeptide Y receptor",receptor,,-1.7548647894987741,GPCR,,11,,4471,208,,28.084697289520157,25924821|25871004|25157429|24709141|24623336|24365162|24121255|23597562|23149563|23020974|22732667|22629465|22487268|21999704|21818152|21745157|21696823|21352822|21295110|20959467|20811389|20676138|20642810|20628086|20543711|20471432|20468064|20421142|20359722|19957593|19953226|19913121|19874574|19759915|19593212|19481128|19086053|19058789|18828811|18700141|18622237|18577758|18569526|18029348|17992642|17948870|17325259|17235527|17019604|16891622|16331299|15855352|15815621|15623622|15489334|15331560|12813010|12477932|12084524|12007534|11906964|11408607|9692752|9651375|9001438|8975716|8643460|8632753|8132547|7592910|7559383|2834384|1321422
/idg/targets/O43614,O43614,HCRTR2,"Orexin receptor type 2","Nonselective, high-affinity receptor for both orexin-A and orexin-B neuropeptides (PubMed:9491897, PubMed:26950369). Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding (PubMed:9491897, PubMed:26950369).",Tclin,"Class A rhodopsin like",receptor,,-1.4423678210737745,GPCR,,24,17,7542,223,,26.286712227467003,26950369|26653627|26555080|26289589|26136476|25533960|25398231|25231870|25212464|24969517|24599460|24530395|24268496|23482607|23034387|22389503|21666548|21510948|21378163|21186399|21071097|20628086|20538960|20468064|20156195|20041166|19913121|19751316|19086053|19058789|18714784|18599270|18399985|17883525|17645762|17563843|17376114|16754659|16554494|15978554|15797953|15477554|15274044|15070969|14574404|12477932|11830291|11723285|11600545|11549701|11443222|11340621|11297593|11283317|11158046|11076863|10981966|10973318|9527442|9491897|9491885|9419374
/idg/targets/O43613,O43613,HCRTR1,"Orexin receptor type 1","Moderately selective excitatory receptor for orexin-A and, with a lower affinity, for orexin-B neuropeptide (PubMed:9491897, PubMed:26950369). Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding (PubMed:9491897, PubMed:26950369).",Tclin,"Class A rhodopsin like",receptor,,-2.158459715453723,GPCR,,22,15,3259,270,,28.637651910444273,26950369|26555080|26459696|25957175|25866368|25857454|25677777|25515760|25212464|25132134|24969517|24910418|24530395|24333629|24268496|23034387|22550093|22389503|22028875|21908614|21666548|21510948|21378163|21344296|21318258|21071097|20728215|20621130|20468064|20398908|20002100|19661287|19464259|19118115|19086053|19058789|18714784|18450961|18198212|17999203|17089135|16754659|16710414|16344560|16282319|16157481|15978554|15797953|15611118|15489334|15070969|14702039|12690115|12477932|11856342|11723285|11443222|11340621|11283317|10973318|9527442|9491897|9491885|9419374
/idg/targets/Q9UNW8,Q9UNW8,GPR132,"Probable G-protein coupled receptor 132","May be a receptor for oxidized free fatty acids derived from linoleic and arachidonic acids such as 9-hydroxyoctadecadienoic acid (9-HODE). Activates a G alpha protein, most likely G alpha(q). May be involved in apoptosis. Functions at the G2/M checkpoint to delay mitosis. May function as a sensor that monitors the oxidative states and mediates appropriate cellular responses such as secretion of paracrine signals and attenuation of proliferation. May mediate ths accumulation of intracellular inositol phosphates at acidic pH through proton-sensing activity.",Tchem,"Class A rhodopsin like",receptor,,-2.7085445657219056,GPCR,,47,22,14636,175,,27.681505432392004,22621271|20799926|19948975|19855098|18174230|18089568|18034171|17475884|16754659|16344560|16236715|15665078|15653487|15489334|15280385|14702039|12805023|12586833|12508121|12482833|12477932|12086852|11474113|9770487
/idg/targets/P25106,P25106,ACKR3,"Atypical chemokine receptor 3","Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting instead in chemokine sequestration, degradation, or transcytosis. Also known as interceptor (internalizing receptor) or chemokine-scavenging receptor or chemokine decoy receptor. Acts as a receptor for chemokines CXCL11 and CXCL12/SDF1. Chemokine binding does not activate G-protein-mediated signal transduction but instead induces beta-arrestin recruitment, leading to ligand internalization and activation of MAPK signaling pathway. Required for regulation of CXCR4 protein levels in migrating interneurons, thereby adapting their chemokine responsiveness. In glioma cells, transduces signals via MEK/ERK pathway, mediating resistance to apoptosis. Promotes cell growth and survival. Not involved in cell migration, adhesion or proliferation of normal hematopoietic progenitors but activated by CXCL11 in malignant hemapoietic cells, leading to phosphorylation of ERK1/2 (MAPK3/MAPK1) and enhanced cell adhesion and migration. Plays a regulatory role in CXCR4-mediated activation of cell surface integrins by CXCL12. Required for heart valve development. Acts as coreceptor with CXCR4 for a restricted number of HIV isolates.",Tchem,"Chemokine receptor","immunoglobulin receptor superfamily",,-1.8087935895865739,GPCR,,93,69,16864,385,,37.53647308184412,26780310|26741980|26722521|26722500|26721717|26551719|26507929|26428435|26413813|26360780|26216880|26212008|26139098|26109200|26100110|25997540|25955316|25894375|25887589|25884570|25872129|25810367|25660395|25550535|25474514|25464914|25422203|25407240|25363530|25359618|25358600|25341042|25256412|25242412|25168820|25086956|25084358|25079359|24970694|24969680|24853339|24819308|24814201|24770893|24710021|24629239|24497931|24450273|24416254|24363762|24277075|24259140|24255072|24191282|24184476|24116850|24074251|24040160|24002596|23979133|23921147|23894550|23865743|23773308|23677384|23636305|23599431|23555768|23356288|23352615|23344887|23279723|23244336|23244149|23153575|23070788|23039915|22987307|22978759|22956548|22916293|22745793|22736769|22736438|22698181|22531719|22525723|22524658|22472349|22457824|22300987|22266857|22232208|22180778|22173725|22152016|22088972|22083878|22070874|22020285|21986127|21906874|21857817|21778049|21730065|21695171|21655198|21627360|21398406|21349998|21316111|20956518|20889540|20887389|20861157|20617529|20578990|20529825|20525755|20388803|20380740|20373092|20233927|20161793|20109310|20068066|20056178|20036838|20018651|19794961|19641136|19525223|19380869|19309748|19255243|18956235|18653785|18577758|18240029|18214534|18057003|17898181|17804806|17474147|17363734|16940167|16455976|16107333|15815621|15489334|14702039|12477932|12118328|10623723|8198609|2834384|1675791|1662665|1315461|16148
/idg/targets/P25105,P25105,PTAFR,"Platelet-activating factor receptor","Receptor for platelet activating factor, a chemotactic phospholipid mediator that possesses potent inflammatory, smooth-muscle contractile and hypotensive activity. Seems to mediate its action via a G protein that activates a phosphatidylinositol-calcium second messenger system.",Tchem,"Class A rhodopsin like",receptor,,-1.9845450958954098,GPCR,,79,50,8806,120,,37.43018194516484,26359459|25639872|25182608|25143722|24921917|24886678|24824933|24289152|24130805|24062612|23911710|23070058|22595142|22577252|22570511|21658861|21615674|21247619|21063106|20637897|20628086|20392487|20237496|20032301|20007715|19913121|19703903|19620302|19474802|18632638|18577758|18187960|18029348|17928889|17192395|16984258|16837045|16793019|16754659|16709866|16344560|16306050|16115894|15748960|15489334|15160913|15149885|15115767|15028279|14702039|14617636|14500726|14500680|12756251|12713583|12601006|12477932|12467527|11928813|11729201|11297424|10601267|10395919|10391209|9657523|9037196|8978777|8892648|8395240|8387031|8383507|8168510|7848283|7566121|6325330|3010668|1657923|1656963|1374385|1322356|1312046|1281995
